0	0	3 9 11 6 7 10 1 2 14 8 5 15 12 4 0 13 
13	1	3 9 11 6 7 10 1 2 14 8 5 15 12 4 13 0 
12	2	3 9 11 6 7 10 1 2 14 8 5 15 0 4 13 12 
4	1	3 9 11 6 7 10 1 2 14 8 5 15 4 0 13 12 
8	1	3 9 11 6 7 10 1 2 14 0 5 15 4 8 13 12 
5	1	3 9 11 6 7 10 1 2 14 5 0 15 4 8 13 12 
13	1	3 9 11 6 7 10 1 2 14 5 13 15 4 8 0 12 
12	1	3 9 11 6 7 10 1 2 14 5 13 15 4 8 12 0 
15	1	3 9 11 6 7 10 1 2 14 5 13 0 4 8 12 15 
14	2	3 9 11 6 7 10 1 2 0 5 13 14 4 8 12 15 
7	1	3 9 11 6 0 10 1 2 7 5 13 14 4 8 12 15 
2	2	3 9 11 6 2 10 1 0 7 5 13 14 4 8 12 15 
14	1	3 9 11 6 2 10 1 14 7 5 13 0 4 8 12 15 
15	1	3 9 11 6 2 10 1 14 7 5 13 15 4 8 12 0 
13	3	3 9 11 6 2 10 1 14 7 5 0 15 4 8 12 13 
15	1	3 9 11 6 2 10 1 14 7 5 15 0 4 8 12 13 
13	1	3 9 11 6 2 10 1 14 7 5 15 13 4 8 12 0 
12	1	3 9 11 6 2 10 1 14 7 5 15 13 4 8 0 12 
11	2	3 9 0 6 2 10 1 14 7 5 15 13 4 8 11 12 
6	1	3 9 6 0 2 10 1 14 7 5 15 13 4 8 11 12 
14	1	3 9 6 14 2 10 1 0 7 5 15 13 4 8 11 12 
13	1	3 9 6 14 2 10 1 13 7 5 15 0 4 8 11 12 
15	1	3 9 6 14 2 10 1 13 7 5 0 15 4 8 11 12 
11	1	3 9 6 14 2 10 1 13 7 5 11 15 4 8 0 12 
12	1	3 9 6 14 2 10 1 13 7 5 11 15 4 8 12 0 
15	1	3 9 6 14 2 10 1 13 7 5 11 0 4 8 12 15 
13	1	3 9 6 14 2 10 1 0 7 5 11 13 4 8 12 15 
14	1	3 9 6 0 2 10 1 14 7 5 11 13 4 8 12 15 
1	3	3 9 6 1 2 10 0 14 7 5 11 13 4 8 12 15 
10	1	3 9 6 1 2 0 10 14 7 5 11 13 4 8 12 15 
5	1	3 9 6 1 2 5 10 14 7 0 11 13 4 8 12 15 
7	1	3 9 6 1 2 5 10 14 0 7 11 13 4 8 12 15 
4	1	3 9 6 1 2 5 10 14 4 7 11 13 0 8 12 15 
3	2	0 9 6 1 2 5 10 14 4 7 11 13 3 8 12 15 
1	2	1 9 6 0 2 5 10 14 4 7 11 13 3 8 12 15 
14	1	1 9 6 14 2 5 10 0 4 7 11 13 3 8 12 15 
13	1	1 9 6 14 2 5 10 13 4 7 11 0 3 8 12 15 
15	1	1 9 6 14 2 5 10 13 4 7 11 15 3 8 12 0 
14	2	1 9 6 0 2 5 10 13 4 7 11 15 3 8 12 14 
13	1	1 9 6 13 2 5 10 0 4 7 11 15 3 8 12 14 
10	1	1 9 6 13 2 5 0 10 4 7 11 15 3 8 12 14 
6	1	1 9 0 13 2 5 6 10 4 7 11 15 3 8 12 14 
9	1	1 0 9 13 2 5 6 10 4 7 11 15 3 8 12 14 
5	1	1 5 9 13 2 0 6 10 4 7 11 15 3 8 12 14 
6	1	1 5 9 13 2 6 0 10 4 7 11 15 3 8 12 14 
11	1	1 5 9 13 2 6 11 10 4 7 0 15 3 8 12 14 
15	1	1 5 9 13 2 6 11 10 4 7 15 0 3 8 12 14 
14	1	1 5 9 13 2 6 11 10 4 7 15 14 3 8 12 0 
15	3	1 5 9 13 2 6 11 10 4 7 0 14 3 8 12 15 
11	1	1 5 9 13 2 6 0 10 4 7 11 14 3 8 12 15 
10	1	1 5 9 13 2 6 10 0 4 7 11 14 3 8 12 15 
14	1	1 5 9 13 2 6 10 14 4 7 11 0 3 8 12 15 
15	1	1 5 9 13 2 6 10 14 4 7 11 15 3 8 12 0 
12	1	1 5 9 13 2 6 10 14 4 7 11 15 3 8 0 12 
8	1	1 5 9 13 2 6 10 14 4 7 11 15 3 0 8 12 
7	1	1 5 9 13 2 6 10 14 4 0 11 15 3 7 8 12 
11	1	1 5 9 13 2 6 10 14 4 11 0 15 3 7 8 12 
8	1	1 5 9 13 2 6 10 14 4 11 8 15 3 7 0 12 
12	1	1 5 9 13 2 6 10 14 4 11 8 15 3 7 12 0 
8	3	1 5 9 13 2 6 10 14 4 11 0 15 3 7 12 8 
11	1	1 5 9 13 2 6 10 14 4 0 11 15 3 7 12 8 
7	1	1 5 9 13 2 6 10 14 4 7 11 15 3 0 12 8 
3	1	1 5 9 13 2 6 10 14 4 7 11 15 0 3 12 8 
4	1	1 5 9 13 2 6 10 14 0 7 11 15 4 3 12 8 
7	1	1 5 9 13 2 6 10 14 7 0 11 15 4 3 12 8 
3	1	1 5 9 13 2 6 10 14 7 3 11 15 4 0 12 8 
4	1	1 5 9 13 2 6 10 14 7 3 11 15 0 4 12 8 
3	3	1 5 9 13 2 6 10 14 7 0 11 15 3 4 12 8 
7	1	1 5 9 13 2 6 10 14 0 7 11 15 3 4 12 8 
3	1	1 5 9 13 2 6 10 14 3 7 11 15 0 4 12 8 
4	1	1 5 9 13 2 6 10 14 3 7 11 15 4 0 12 8 
7	1	1 5 9 13 2 6 10 14 3 0 11 15 4 7 12 8 
11	1	1 5 9 13 2 6 10 14 3 11 0 15 4 7 12 8 
12	1	1 5 9 13 2 6 10 14 3 11 12 15 4 7 0 8 
8	1	1 5 9 13 2 6 10 14 3 11 12 15 4 7 8 0 
12	3	1 5 9 13 2 6 10 14 3 11 0 15 4 7 8 12 
11	1	1 5 9 13 2 6 10 14 3 0 11 15 4 7 8 12 
7	1	1 5 9 13 2 6 10 14 3 7 11 15 4 0 8 12 
8	1	1 5 9 13 2 6 10 14 3 7 11 15 4 8 0 12 
12	1	1 5 9 13 2 6 10 14 3 7 11 15 4 8 12 0 
98		11.53
