0	0	14 15 12 11 13 1 10 3 4 0 5 9 8 7 2 6 
5	1	14 15 12 11 13 1 10 3 4 5 0 9 8 7 2 6 
9	1	14 15 12 11 13 1 10 3 4 5 9 0 8 7 2 6 
3	1	14 15 12 11 13 1 10 0 4 5 9 3 8 7 2 6 
13	2	14 15 12 11 0 1 10 13 4 5 9 3 8 7 2 6 
1	1	14 15 12 11 1 0 10 13 4 5 9 3 8 7 2 6 
5	1	14 15 12 11 1 5 10 13 4 0 9 3 8 7 2 6 
7	1	14 15 12 11 1 5 10 13 4 7 9 3 8 0 2 6 
2	1	14 15 12 11 1 5 10 13 4 7 9 3 8 2 0 6 
12	2	14 15 0 11 1 5 10 13 4 7 9 3 8 2 12 6 
11	1	14 15 11 0 1 5 10 13 4 7 9 3 8 2 12 6 
13	1	14 15 11 13 1 5 10 0 4 7 9 3 8 2 12 6 
10	1	14 15 11 13 1 5 0 10 4 7 9 3 8 2 12 6 
9	1	14 15 11 13 1 5 9 10 4 7 0 3 8 2 12 6 
3	1	14 15 11 13 1 5 9 10 4 7 3 0 8 2 12 6 
6	1	14 15 11 13 1 5 9 10 4 7 3 6 8 2 12 0 
8	2	14 15 11 13 1 5 9 10 4 7 3 6 0 2 12 8 
4	1	14 15 11 13 1 5 9 10 0 7 3 6 4 2 12 8 
7	1	14 15 11 13 1 5 9 10 7 0 3 6 4 2 12 8 
3	1	14 15 11 13 1 5 9 10 7 3 0 6 4 2 12 8 
12	1	14 15 11 13 1 5 9 10 7 3 12 6 4 2 0 8 
8	1	14 15 11 13 1 5 9 10 7 3 12 6 4 2 8 0 
12	3	14 15 11 13 1 5 9 10 7 3 0 6 4 2 8 12 
6	1	14 15 11 13 1 5 9 10 7 3 6 0 4 2 8 12 
12	1	14 15 11 13 1 5 9 10 7 3 6 12 4 2 8 0 
8	1	14 15 11 13 1 5 9 10 7 3 6 12 4 2 0 8 
11	2	14 15 0 13 1 5 9 10 7 3 6 12 4 2 11 8 
9	1	14 15 9 13 1 5 0 10 7 3 6 12 4 2 11 8 
6	1	14 15 9 13 1 5 6 10 7 3 0 12 4 2 11 8 
11	1	14 15 9 13 1 5 6 10 7 3 11 12 4 2 0 8 
8	1	14 15 9 13 1 5 6 10 7 3 11 12 4 2 8 0 
12	1	14 15 9 13 1 5 6 10 7 3 11 0 4 2 8 12 
7	2	14 15 9 13 1 5 6 10 0 3 11 7 4 2 8 12 
3	1	14 15 9 13 1 5 6 10 3 0 11 7 4 2 8 12 
2	1	14 15 9 13 1 5 6 10 3 2 11 7 4 0 8 12 
8	1	14 15 9 13 1 5 6 10 3 2 11 7 4 8 0 12 
11	1	14 15 9 13 1 5 6 10 3 2 0 7 4 8 11 12 
7	1	14 15 9 13 1 5 6 10 3 2 7 0 4 8 11 12 
10	1	14 15 9 13 1 5 6 0 3 2 7 10 4 8 11 12 
13	1	14 15 9 0 1 5 6 13 3 2 7 10 4 8 11 12 
14	2	0 15 9 14 1 5 6 13 3 2 7 10 4 8 11 12 
5	3	5 15 9 14 1 0 6 13 3 2 7 10 4 8 11 12 
2	1	5 15 9 14 1 2 6 13 3 0 7 10 4 8 11 12 
7	1	5 15 9 14 1 2 6 13 3 7 0 10 4 8 11 12 
11	1	5 15 9 14 1 2 6 13 3 7 11 10 4 8 0 12 
12	1	5 15 9 14 1 2 6 13 3 7 11 10 4 8 12 0 
14	2	5 15 9 0 1 2 6 13 3 7 11 10 4 8 12 14 
13	1	5 15 9 13 1 2 6 0 3 7 11 10 4 8 12 14 
6	1	5 15 9 13 1 2 0 6 3 7 11 10 4 8 12 14 
11	1	5 15 9 13 1 2 11 6 3 7 0 10 4 8 12 14 
10	1	5 15 9 13 1 2 11 6 3 7 10 0 4 8 12 14 
14	1	5 15 9 13 1 2 11 6 3 7 10 14 4 8 12 0 
10	3	5 15 9 13 1 2 11 6 3 7 0 14 4 8 12 10 
11	1	5 15 9 13 1 2 0 6 3 7 11 14 4 8 12 10 
6	1	5 15 9 13 1 2 6 0 3 7 11 14 4 8 12 10 
14	1	5 15 9 13 1 2 6 14 3 7 11 0 4 8 12 10 
10	1	5 15 9 13 1 2 6 14 3 7 11 10 4 8 12 0 
11	3	5 15 9 13 1 2 6 14 3 7 0 10 4 8 12 11 
10	1	5 15 9 13 1 2 6 14 3 7 10 0 4 8 12 11 
14	1	5 15 9 13 1 2 6 0 3 7 10 14 4 8 12 11 
6	1	5 15 9 13 1 2 0 6 3 7 10 14 4 8 12 11 
10	1	5 15 9 13 1 2 10 6 3 7 0 14 4 8 12 11 
14	1	5 15 9 13 1 2 10 6 3 7 14 0 4 8 12 11 
11	1	5 15 9 13 1 2 10 6 3 7 14 11 4 8 12 0 
14	3	5 15 9 13 1 2 10 6 3 7 0 11 4 8 12 14 
11	1	5 15 9 13 1 2 10 6 3 7 11 0 4 8 12 14 
14	1	5 15 9 13 1 2 10 6 3 7 11 14 4 8 12 0 
12	1	5 15 9 13 1 2 10 6 3 7 11 14 4 8 0 12 
8	1	5 15 9 13 1 2 10 6 3 7 11 14 4 0 8 12 
15	2	5 0 9 13 1 2 10 6 3 7 11 14 4 15 8 12 
5	1	0 5 9 13 1 2 10 6 3 7 11 14 4 15 8 12 
1	1	1 5 9 13 0 2 10 6 3 7 11 14 4 15 8 12 
2	1	1 5 9 13 2 0 10 6 3 7 11 14 4 15 8 12 
7	1	1 5 9 13 2 7 10 6 3 0 11 14 4 15 8 12 
15	1	1 5 9 13 2 7 10 6 3 15 11 14 4 0 8 12 
8	1	1 5 9 13 2 7 10 6 3 15 11 14 4 8 0 12 
11	1	1 5 9 13 2 7 10 6 3 15 0 14 4 8 11 12 
15	1	1 5 9 13 2 7 10 6 3 0 15 14 4 8 11 12 
7	1	1 5 9 13 2 0 10 6 3 7 15 14 4 8 11 12 
10	1	1 5 9 13 2 10 0 6 3 7 15 14 4 8 11 12 
6	1	1 5 9 13 2 10 6 0 3 7 15 14 4 8 11 12 
14	1	1 5 9 13 2 10 6 14 3 7 15 0 4 8 11 12 
15	1	1 5 9 13 2 10 6 14 3 7 0 15 4 8 11 12 
11	1	1 5 9 13 2 10 6 14 3 7 11 15 4 8 0 12 
12	1	1 5 9 13 2 10 6 14 3 7 11 15 4 8 12 0 
11	3	1 5 9 13 2 10 6 14 3 7 0 15 4 8 12 11 
6	1	1 5 9 13 2 10 0 14 3 7 6 15 4 8 12 11 
10	1	1 5 9 13 2 0 10 14 3 7 6 15 4 8 12 11 
7	1	1 5 9 13 2 7 10 14 3 0 6 15 4 8 12 11 
6	1	1 5 9 13 2 7 10 14 3 6 0 15 4 8 12 11 
15	1	1 5 9 13 2 7 10 14 3 6 15 0 4 8 12 11 
11	1	1 5 9 13 2 7 10 14 3 6 15 11 4 8 12 0 
15	3	1 5 9 13 2 7 10 14 3 6 0 11 4 8 12 15 
11	1	1 5 9 13 2 7 10 14 3 6 11 0 4 8 12 15 
14	1	1 5 9 13 2 7 10 0 3 6 11 14 4 8 12 15 
10	1	1 5 9 13 2 7 0 10 3 6 11 14 4 8 12 15 
7	1	1 5 9 13 2 0 7 10 3 6 11 14 4 8 12 15 
6	1	1 5 9 13 2 6 7 10 3 0 11 14 4 8 12 15 
11	1	1 5 9 13 2 6 7 10 3 11 0 14 4 8 12 15 
7	1	1 5 9 13 2 6 0 10 3 11 7 14 4 8 12 15 
10	1	1 5 9 13 2 6 10 0 3 11 7 14 4 8 12 15 
14	1	1 5 9 13 2 6 10 14 3 11 7 0 4 8 12 15 
15	1	1 5 9 13 2 6 10 14 3 11 7 15 4 8 12 0 
12	1	1 5 9 13 2 6 10 14 3 11 7 15 4 8 0 12 
7	1	1 5 9 13 2 6 10 14 3 11 0 15 4 8 7 12 
11	1	1 5 9 13 2 6 10 14 3 0 11 15 4 8 7 12 
8	1	1 5 9 13 2 6 10 14 3 8 11 15 4 0 7 12 
7	1	1 5 9 13 2 6 10 14 3 8 11 15 4 7 0 12 
12	1	1 5 9 13 2 6 10 14 3 8 11 15 4 7 12 0 
11	3	1 5 9 13 2 6 10 14 3 8 0 15 4 7 12 11 
8	1	1 5 9 13 2 6 10 14 3 0 8 15 4 7 12 11 
7	1	1 5 9 13 2 6 10 14 3 7 8 15 4 0 12 11 
12	1	1 5 9 13 2 6 10 14 3 7 8 15 4 12 0 11 
11	1	1 5 9 13 2 6 10 14 3 7 8 15 4 12 11 0 
8	3	1 5 9 13 2 6 10 14 3 7 0 15 4 12 11 8 
11	1	1 5 9 13 2 6 10 14 3 7 11 15 4 12 0 8 
12	1	1 5 9 13 2 6 10 14 3 7 11 15 4 0 12 8 
7	1	1 5 9 13 2 6 10 14 3 0 11 15 4 7 12 8 
11	1	1 5 9 13 2 6 10 14 3 11 0 15 4 7 12 8 
12	1	1 5 9 13 2 6 10 14 3 11 12 15 4 7 0 8 
8	1	1 5 9 13 2 6 10 14 3 11 12 15 4 7 8 0 
12	3	1 5 9 13 2 6 10 14 3 11 0 15 4 7 8 12 
11	1	1 5 9 13 2 6 10 14 3 0 11 15 4 7 8 12 
7	1	1 5 9 13 2 6 10 14 3 7 11 15 4 0 8 12 
8	1	1 5 9 13 2 6 10 14 3 7 11 15 4 8 0 12 
12	1	1 5 9 13 2 6 10 14 3 7 11 15 4 8 12 0 
153		25.8
