0	0	0	6 3 4 7 1 2 5 0 
21	1	20	6 3 4 7 1 2 0 5 
23	3	20	0 3 4 7 1 2 5 6 
16	4	12	1 3 4 7 0 2 5 6 
15	5	10	1 3 4 7 2 0 5 6 
14	6	8	1 3 4 7 2 5 0 6 
13	7	6	1 3 4 7 2 5 6 0 
16	6	10	1 3 4 7 6 2 5 0 
17	7	10	1 3 0 7 2 5 4 6 
18	8	10	1 3 7 0 2 5 4 6 
17	9	8	1 3 7 6 2 5 4 0 
19	7	12	1 3 4 7 6 2 0 5 
19	11	8	1 3 7 4 2 5 0 6 
18	12	6	1 3 7 4 2 5 6 0 
20	10	10	1 3 0 7 2 5 6 4 
20	10	10	1 3 7 6 2 5 0 4 
20	8	12	1 3 4 0 2 5 6 7 
20	8	12	1 0 3 7 2 5 4 6 
15	9	6	1 5 3 7 2 0 4 6 
14	10	4	1 5 3 7 2 4 0 6 
13	11	2	1 5 3 7 2 4 6 0 
18	10	8	1 5 3 7 0 2 4 6 
18	12	6	1 5 3 7 6 2 4 0 
21	11	10	1 3 7 2 0 5 4 6 
20	12	8	1 3 7 2 5 0 4 6 
19	13	6	1 3 7 2 5 4 0 6 
18	14	4	1 3 7 2 5 4 6 0 
21	13	8	1 5 3 7 6 2 0 4 
21	13	8	1 3 7 2 6 5 4 0 
21	7	14	1 3 4 0 6 2 5 7 
20	10	10	1 3 4 5 6 2 0 7 
19	11	8	1 3 4 5 6 2 7 0 
21	13	8	1 5 3 7 0 4 6 2 
21	7	14	1 3 4 0 7 2 5 6 
18	10	8	1 3 4 5 7 2 0 6 
17	11	6	1 3 4 5 7 2 6 0 
20	8	12	1 3 4 6 7 2 5 0 
21	9	12	1 3 0 4 2 5 6 7 
20	10	10	1 3 6 4 2 5 0 7 
19	11	8	1 3 6 4 2 5 7 0 
21	11	10	1 3 4 2 0 5 6 7 
20	12	8	1 3 4 2 5 0 6 7 
19	13	6	1 3 4 2 5 6 0 7 
18	14	4	1 3 4 2 5 6 7 0 
21	11	10	1 3 4 6 2 5 0 7 
20	12	8	1 3 4 6 2 5 7 0 
21	11	10	1 3 4 5 7 0 2 6 
21	13	8	1 3 4 2 7 5 6 0 
21	11	10	1 3 0 5 7 2 4 6 
20	12	8	1 3 5 0 7 2 4 6 
19	13	6	1 3 5 6 7 2 4 0 
21	11	10	1 3 6 7 2 5 0 4 
20	12	8	1 3 6 7 2 5 4 0 
21	15	6	1 3 5 4 7 2 0 6 
20	16	4	1 3 5 4 7 2 6 0 
21	15	6	1 3 5 7 0 2 4 6 
20	16	4	1 3 5 7 2 0 4 6 
19	17	2	1 3 5 7 2 4 0 6 
