0	0	0	6 3 4 7 1 2 5 0 
20	0	20	6 3 4 7 1 2 0 5 
20	0	20	0 3 4 7 1 2 5 6 
12	0	12	1 3 4 7 0 2 5 6 
10	0	10	1 3 4 7 2 0 5 6 
8	0	8	1 3 4 7 2 5 0 6 
6	0	6	1 3 4 7 2 5 6 0 
10	0	10	1 3 4 7 6 2 5 0 
10	0	10	1 3 0 7 2 5 4 6 
10	0	10	1 3 0 7 2 5 6 4 
10	0	10	1 3 7 0 2 5 4 6 
8	0	8	1 3 7 6 2 5 4 0 
8	0	8	1 3 7 4 2 5 0 6 
6	0	6	1 3 7 4 2 5 6 0 
10	0	10	1 3 7 2 0 5 4 6 
8	0	8	1 3 7 2 5 0 4 6 
6	0	6	1 3 7 2 5 4 0 6 
4	0	4	1 3 7 2 5 4 6 0 
8	0	8	1 3 7 2 6 5 4 0 
10	0	10	1 3 7 4 2 0 5 6 
10	0	10	1 3 6 7 2 5 0 4 
8	0	8	1 3 6 7 2 5 4 0 
10	0	10	1 3 7 2 6 5 0 4 
10	0	10	1 3 7 6 2 5 0 4 
10	0	10	1 3 7 0 5 4 6 2 
8	0	8	1 3 7 5 0 4 6 2 
2	0	2	1 3 7 5 2 4 6 0 
4	0	4	1 3 7 5 2 4 0 6 
6	0	6	1 3 7 5 2 0 4 6 
8	0	8	1 3 7 5 4 0 6 2 
8	0	8	1 3 7 5 0 2 4 6 
6	0	6	1 3 7 5 6 2 4 0 
8	0	8	1 3 7 5 4 6 0 2 
6	0	6	1 3 7 5 4 6 2 0 
8	0	8	1 3 7 5 6 2 0 4 
10	0	10	1 3 7 2 0 4 6 5 
10	0	10	1 3 0 5 2 4 7 6 
8	0	8	1 3 5 0 2 4 7 6 
2	0	2	1 3 5 7 2 4 0 6 
