0	0	4 6 2 3 0 9 1 11 8 10 7 5 
8	1	4 6 2 3 8 9 1 11 0 10 7 5 
5	2	4 6 2 3 8 9 1 11 5 10 7 0 
11	1	4 6 2 3 8 9 1 0 5 10 7 11 
3	1	4 6 2 0 8 9 1 3 5 10 7 11 
4	2	0 6 2 4 8 9 1 3 5 10 7 11 
5	2	5 6 2 4 8 9 1 3 0 10 7 11 
9	3	5 6 2 4 8 0 1 3 9 10 7 11 
1	1	5 6 2 4 8 1 0 3 9 10 7 11 
7	1	5 6 2 4 8 1 7 3 9 10 0 11 
11	1	5 6 2 4 8 1 7 3 9 10 11 0 
8	3	5 6 2 4 0 1 7 3 9 10 11 8 
1	1	5 6 2 4 1 0 7 3 9 10 11 8 
6	1	5 0 2 4 1 6 7 3 9 10 11 8 
2	1	5 2 0 4 1 6 7 3 9 10 11 8 
7	1	5 2 7 4 1 6 0 3 9 10 11 8 
3	1	5 2 7 4 1 6 3 0 9 10 11 8 
8	1	5 2 7 4 1 6 3 8 9 10 11 0 
4	2	5 2 7 0 1 6 3 8 9 10 11 4 
3	3	5 2 7 3 1 6 0 8 9 10 11 4 
7	1	5 2 0 3 1 6 7 8 9 10 11 4 
3	1	5 2 3 0 1 6 7 8 9 10 11 4 
4	2	5 2 3 4 1 6 7 8 9 10 11 0 
11	1	5 2 3 4 1 6 7 8 9 10 0 11 
10	1	5 2 3 4 1 6 7 8 9 0 10 11 
6	1	5 2 3 4 1 0 7 8 9 6 10 11 
7	1	5 2 3 4 1 7 0 8 9 6 10 11 
10	1	5 2 3 4 1 7 10 8 9 6 0 11 
11	1	5 2 3 4 1 7 10 8 9 6 11 0 
10	3	5 2 3 4 1 7 0 8 9 6 11 10 
7	1	5 2 3 4 1 0 7 8 9 6 11 10 
6	1	5 2 3 4 1 6 7 8 9 0 11 10 
9	1	5 2 3 4 1 6 7 8 0 9 11 10 
10	2	5 2 3 4 1 6 7 8 10 9 11 0 
11	1	5 2 3 4 1 6 7 8 10 9 0 11 
9	1	5 2 3 4 1 6 7 8 10 0 9 11 
10	1	5 2 3 4 1 6 7 8 0 10 9 11 
5	2	0 2 3 4 1 6 7 8 5 10 9 11 
1	1	1 2 3 4 0 6 7 8 5 10 9 11 
5	1	1 2 3 4 5 6 7 8 0 10 9 11 
10	1	1 2 3 4 5 6 7 8 10 0 9 11 
9	1	1 2 3 4 5 6 7 8 10 9 0 11 
11	1	1 2 3 4 5 6 7 8 10 9 11 0 
10	2	1 2 3 4 5 6 7 8 0 9 11 10 
9	1	1 2 3 4 5 6 7 8 9 0 11 10 
6	1	1 2 3 4 5 0 7 8 9 6 11 10 
7	1	1 2 3 4 5 7 0 8 9 6 11 10 
11	1	1 2 3 4 5 7 11 8 9 6 0 10 
10	1	1 2 3 4 5 7 11 8 9 6 10 0 
11	3	1 2 3 4 5 7 0 8 9 6 10 11 
7	1	1 2 3 4 5 0 7 8 9 6 10 11 
6	1	1 2 3 4 5 6 7 8 9 0 10 11 
10	1	1 2 3 4 5 6 7 8 9 10 0 11 
11	1	1 2 3 4 5 6 7 8 9 10 11 0 
71	9.81
