0	0	0	4 6 2 3 0 9 1 11 8 10 7 5 
23	0	23	4 6 2 3 8 9 1 11 0 10 7 5 
18	0	18	4 6 2 3 8 9 1 11 5 10 7 0 
18	0	18	4 6 2 3 8 9 1 0 5 10 7 11 
18	0	18	4 6 2 0 8 9 1 3 5 10 7 11 
20	0	20	4 6 2 3 8 9 1 11 5 10 0 7 
20	0	20	0 6 2 4 8 9 1 3 5 10 7 11 
16	0	16	3 6 2 4 8 9 1 0 5 10 7 11 
16	0	16	3 6 2 4 8 9 1 11 5 10 7 0 
17	0	17	5 6 2 4 8 9 1 3 0 10 7 11 
16	0	16	5 6 2 4 8 9 1 3 11 10 7 0 
16	0	16	5 6 2 4 8 0 1 3 9 10 7 11 
14	0	14	5 6 2 4 8 1 0 3 9 10 7 11 
12	0	12	5 6 2 4 8 1 3 0 9 10 7 11 
12	0	12	5 6 2 4 8 1 7 3 9 10 0 11 
10	0	10	5 6 2 4 8 1 7 3 9 10 11 0 
12	0	12	5 6 2 4 8 1 3 11 9 10 7 0 
12	0	12	5 6 2 4 8 1 7 0 9 10 11 3 
12	0	12	5 6 2 4 0 1 7 3 9 10 11 8 
10	0	10	5 6 2 4 1 0 7 3 9 10 11 8 
10	0	10	5 6 2 4 1 7 0 3 9 10 11 8 
8	0	8	5 6 2 4 1 7 3 0 9 10 11 8 
6	0	6	5 6 2 4 1 7 3 8 9 10 11 0 
8	0	8	5 6 2 4 1 7 3 8 9 10 0 11 
9	0	9	5 6 2 0 1 7 3 8 9 10 11 4 
10	0	10	5 0 2 4 1 6 7 3 9 10 11 8 
8	0	8	5 2 0 4 1 6 7 3 9 10 11 8 
8	0	8	5 2 4 0 1 6 7 3 9 10 11 8 
6	0	6	5 2 4 3 1 6 7 0 9 10 11 8 
4	0	4	5 2 4 3 1 6 7 8 9 10 11 0 
6	0	6	5 2 4 8 1 6 7 3 9 10 11 0 
6	0	6	5 2 4 3 1 6 7 8 9 10 0 11 
8	0	8	5 2 7 4 1 6 0 3 9 10 11 8 
6	0	6	5 2 7 4 1 6 3 0 9 10 11 8 
4	0	4	5 2 7 4 1 6 3 8 9 10 11 0 
6	0	6	5 2 7 4 1 6 3 8 9 10 0 11 
7	0	7	5 2 7 0 1 6 3 8 9 10 11 4 
8	0	8	5 2 4 3 1 6 0 7 9 10 11 8 
8	0	8	5 2 4 3 1 6 7 8 9 0 10 11 
8	0	8	5 2 4 3 1 6 11 7 9 10 0 8 
8	0	8	5 2 7 4 1 6 0 8 9 10 11 3 
8	0	8	5 2 4 3 1 6 11 7 9 10 8 0 
8	0	8	5 2 7 4 1 6 8 0 9 10 11 3 
6	0	6	5 2 7 4 1 6 8 3 9 10 11 0 
8	0	8	5 2 0 4 1 6 7 8 9 10 11 3 
8	0	8	5 2 7 4 1 6 11 8 9 10 0 3 
6	0	6	5 2 7 4 1 6 11 8 9 10 3 0 
8	0	8	5 2 7 4 1 6 8 3 9 10 0 11 
8	0	8	5 2 7 4 1 6 11 0 9 10 3 8 
8	0	8	5 2 7 4 1 6 3 8 9 0 10 11 
8	0	8	5 2 7 8 1 6 3 0 9 10 11 4 
6	0	6	5 2 7 8 1 6 3 4 9 10 11 0 
8	0	8	5 2 7 3 1 6 0 8 9 10 11 4 
8	0	8	5 2 7 8 1 6 3 4 9 10 0 11 
8	0	8	5 2 7 3 1 6 8 0 9 10 11 4 
6	0	6	5 2 7 3 1 6 8 4 9 10 11 0 
8	0	8	5 2 0 3 1 6 7 8 9 10 11 4 
5	0	5	5 2 3 0 1 6 7 8 9 10 11 4 
2	0	2	5 2 3 4 1 6 7 8 9 10 11 0 
4	0	4	5 2 3 4 1 6 7 8 9 10 0 11 
4	0	4	5 2 3 4 1 6 7 0 9 10 11 8 
6	0	6	5 2 3 8 1 6 7 0 9 10 11 4 
4	0	4	5 2 3 8 1 6 7 4 9 10 11 0 
6	0	6	5 2 3 4 1 6 7 8 0 10 11 9 
6	0	6	5 2 3 4 1 6 0 8 9 10 11 7 
6	0	6	5 2 3 4 1 6 7 8 9 0 10 11 
6	0	6	5 2 3 4 1 6 0 8 9 10 7 11 
6	0	6	5 2 3 4 1 6 0 7 9 10 11 8 
6	0	6	5 2 3 4 1 6 8 0 9 10 11 7 
4	0	4	5 2 3 4 1 6 8 7 9 10 11 0 
6	0	6	5 2 3 4 1 6 11 8 9 10 0 7 
4	0	4	5 2 3 4 1 6 11 8 9 10 7 0 
6	0	6	5 2 3 4 1 6 8 0 9 10 7 11 
6	0	6	5 2 3 4 1 6 11 7 9 10 0 8 
6	0	6	5 2 3 4 1 6 11 0 9 10 7 8 
6	0	6	5 2 3 4 1 6 8 11 9 10 7 0 
6	0	6	5 2 3 4 1 6 11 7 9 10 8 0 
6	0	6	5 2 3 4 1 6 8 7 9 10 0 11 
6	0	6	5 2 3 8 1 6 7 4 9 10 0 11 
6	0	6	5 2 3 0 1 6 7 4 9 10 11 8 
7	0	7	5 2 3 0 1 6 11 8 9 10 7 4 
7	0	7	5 2 3 0 1 6 8 7 9 10 11 4 
8	0	8	5 2 7 3 1 6 0 4 9 10 11 8 
8	0	8	5 2 7 4 1 6 3 8 0 10 11 9 
8	0	8	5 2 3 7 1 6 0 4 9 10 11 8 
8	0	8	5 2 3 8 1 6 11 0 9 10 7 4 
6	0	6	5 2 3 8 1 6 11 4 9 10 7 0 
8	0	8	5 2 3 7 1 6 11 4 9 10 0 8 
8	0	8	5 2 3 8 1 6 11 4 9 10 0 7 
8	0	8	5 2 3 7 1 6 11 4 9 10 8 0 
8	0	8	5 2 3 7 1 6 8 0 9 10 11 4 
6	0	6	5 2 3 7 1 6 8 4 9 10 11 0 
8	0	8	5 2 7 3 1 6 4 0 9 10 11 8 
6	0	6	5 2 7 3 1 6 4 8 9 10 11 0 
8	0	8	5 2 3 7 1 6 8 4 9 10 0 11 
8	0	8	5 2 7 3 1 6 4 8 9 10 0 11 
8	0	8	5 2 7 3 1 6 11 4 9 10 0 8 
8	0	8	5 2 3 7 1 6 4 0 9 10 11 8 
6	0	6	5 2 3 7 1 6 4 8 9 10 11 0 
7	0	7	5 2 3 0 1 6 4 7 9 10 11 8 
6	0	6	5 2 3 8 1 6 4 7 9 10 11 0 
7	0	7	5 2 3 0 1 6 4 8 9 10 11 7 
8	0	8	5 2 7 3 1 6 11 4 9 10 8 0 
8	0	8	5 2 3 7 1 6 4 8 9 10 0 11 
8	0	8	5 2 3 8 1 6 4 7 9 10 0 11 
8	0	8	5 2 3 8 1 6 4 0 9 10 11 7 
8	0	8	5 2 3 4 1 6 11 0 9 10 8 7 
8	0	8	5 2 3 4 1 6 0 7 9 10 8 11 
6	0	6	5 2 3 4 1 6 7 0 9 10 8 11 
6	0	6	5 2 3 4 1 6 7 11 9 10 8 0 
6	0	6	5 2 3 4 1 6 7 11 9 10 0 8 
8	0	8	5 2 3 4 1 6 8 7 9 0 10 11 
8	0	8	5 2 3 0 1 6 7 4 9 10 8 11 
8	0	8	5 2 3 4 1 6 7 11 9 0 10 8 
8	0	8	5 2 3 11 1 6 7 4 9 10 8 0 
8	0	8	5 2 3 8 1 6 0 4 9 10 7 11 
8	0	8	5 2 3 11 1 6 7 4 9 10 0 8 
8	0	8	5 2 3 8 1 6 4 0 9 10 7 11 
7	0	7	5 2 3 0 1 6 4 8 9 10 7 11 
8	0	8	5 2 0 3 1 6 7 4 9 10 11 8 
8	0	8	5 2 3 8 1 6 4 11 9 10 7 0 
8	0	8	5 2 3 11 1 6 4 8 9 10 7 0 
8	0	8	5 2 3 8 1 6 7 4 9 0 10 11 
8	0	8	5 2 7 4 1 6 11 3 9 10 0 8 
8	0	8	5 2 3 4 1 6 11 7 9 0 10 8 
8	0	8	5 2 7 4 1 6 11 3 9 10 8 0 
8	0	8	5 2 3 0 1 6 11 4 9 10 7 8 
8	0	8	5 2 3 4 1 6 8 11 9 10 0 7 
8	0	8	5 2 3 4 1 6 0 11 9 10 7 8 
8	0	8	5 2 7 0 1 6 3 4 9 10 11 8 
8	0	8	5 2 3 4 1 6 11 8 9 0 10 7 
8	0	8	5 2 3 0 1 6 8 4 9 10 7 11 
