0	0	14 15 12 11 13 1 10 3 4 0 5 9 8 7 2 6 
5	1	14 15 12 11 13 1 10 3 4 5 0 9 8 7 2 6 
2	1	14 15 12 11 13 1 10 3 4 5 2 9 8 7 0 6 
6	1	14 15 12 11 13 1 10 3 4 5 2 9 8 7 6 0 
11	2	14 15 12 0 13 1 10 3 4 5 2 9 8 7 6 11 
13	3	14 15 12 13 0 1 10 3 4 5 2 9 8 7 6 11 
1	1	14 15 12 13 1 0 10 3 4 5 2 9 8 7 6 11 
5	1	14 15 12 13 1 5 10 3 4 0 2 9 8 7 6 11 
7	1	14 15 12 13 1 5 10 3 4 7 2 9 8 0 6 11 
6	1	14 15 12 13 1 5 10 3 4 7 2 9 8 6 0 11 
11	1	14 15 12 13 1 5 10 3 4 7 2 9 8 6 11 0 
2	3	14 15 12 13 1 5 10 3 4 7 0 9 8 6 11 2 
9	1	14 15 12 13 1 5 10 3 4 7 9 0 8 6 11 2 
2	1	14 15 12 13 1 5 10 3 4 7 9 2 8 6 11 0 
8	2	14 15 12 13 1 5 10 3 4 7 9 2 0 6 11 8 
2	3	14 15 12 13 1 5 10 3 4 7 9 0 2 6 11 8 
3	1	14 15 12 13 1 5 10 0 4 7 9 3 2 6 11 8 
10	1	14 15 12 13 1 5 0 10 4 7 9 3 2 6 11 8 
9	1	14 15 12 13 1 5 9 10 4 7 0 3 2 6 11 8 
11	1	14 15 12 13 1 5 9 10 4 7 11 3 2 6 0 8 
8	1	14 15 12 13 1 5 9 10 4 7 11 3 2 6 8 0 
11	3	14 15 12 13 1 5 9 10 4 7 0 3 2 6 8 11 
3	1	14 15 12 13 1 5 9 10 4 7 3 0 2 6 8 11 
11	1	14 15 12 13 1 5 9 10 4 7 3 11 2 6 8 0 
13	2	14 15 12 0 1 5 9 10 4 7 3 11 2 6 8 13 
14	2	0 15 12 14 1 5 9 10 4 7 3 11 2 6 8 13 
2	2	2 15 12 14 1 5 9 10 4 7 3 11 0 6 8 13 
4	1	2 15 12 14 1 5 9 10 0 7 3 11 4 6 8 13 
7	1	2 15 12 14 1 5 9 10 7 0 3 11 4 6 8 13 
3	1	2 15 12 14 1 5 9 10 7 3 0 11 4 6 8 13 
11	1	2 15 12 14 1 5 9 10 7 3 11 0 4 6 8 13 
10	1	2 15 12 14 1 5 9 0 7 3 11 10 4 6 8 13 
14	1	2 15 12 0 1 5 9 14 7 3 11 10 4 6 8 13 
13	2	2 15 12 13 1 5 9 14 7 3 11 10 4 6 8 0 
11	3	2 15 12 13 1 5 9 14 7 3 0 10 4 6 8 11 
10	1	2 15 12 13 1 5 9 14 7 3 10 0 4 6 8 11 
11	1	2 15 12 13 1 5 9 14 7 3 10 11 4 6 8 0 
8	1	2 15 12 13 1 5 9 14 7 3 10 11 4 6 0 8 
10	1	2 15 12 13 1 5 9 14 7 3 0 11 4 6 10 8 
9	1	2 15 12 13 1 5 0 14 7 3 9 11 4 6 10 8 
12	1	2 15 0 13 1 5 12 14 7 3 9 11 4 6 10 8 
15	1	2 0 15 13 1 5 12 14 7 3 9 11 4 6 10 8 
5	1	2 5 15 13 1 0 12 14 7 3 9 11 4 6 10 8 
12	1	2 5 15 13 1 12 0 14 7 3 9 11 4 6 10 8 
9	1	2 5 15 13 1 12 9 14 7 3 0 11 4 6 10 8 
10	1	2 5 15 13 1 12 9 14 7 3 10 11 4 6 0 8 
8	1	2 5 15 13 1 12 9 14 7 3 10 11 4 6 8 0 
10	3	2 5 15 13 1 12 9 14 7 3 0 11 4 6 8 10 
11	1	2 5 15 13 1 12 9 14 7 3 11 0 4 6 8 10 
10	1	2 5 15 13 1 12 9 14 7 3 11 10 4 6 8 0 
4	2	2 5 15 13 1 12 9 14 7 3 11 10 0 6 8 4 
3	3	2 5 15 13 1 12 9 14 7 0 11 10 3 6 8 4 
6	1	2 5 15 13 1 12 9 14 7 6 11 10 3 0 8 4 
8	1	2 5 15 13 1 12 9 14 7 6 11 10 3 8 0 4 
11	1	2 5 15 13 1 12 9 14 7 6 0 10 3 8 11 4 
10	1	2 5 15 13 1 12 9 14 7 6 10 0 3 8 11 4 
14	1	2 5 15 13 1 12 9 0 7 6 10 14 3 8 11 4 
13	1	2 5 15 0 1 12 9 13 7 6 10 14 3 8 11 4 
15	1	2 5 0 15 1 12 9 13 7 6 10 14 3 8 11 4 
9	1	2 5 9 15 1 12 0 13 7 6 10 14 3 8 11 4 
10	1	2 5 9 15 1 12 10 13 7 6 0 14 3 8 11 4 
11	1	2 5 9 15 1 12 10 13 7 6 11 14 3 8 0 4 
4	1	2 5 9 15 1 12 10 13 7 6 11 14 3 8 4 0 
15	2	2 5 9 0 1 12 10 13 7 6 11 14 3 8 4 15 
13	1	2 5 9 13 1 12 10 0 7 6 11 14 3 8 4 15 
14	1	2 5 9 13 1 12 10 14 7 6 11 0 3 8 4 15 
11	1	2 5 9 13 1 12 10 14 7 6 0 11 3 8 4 15 
10	1	2 5 9 13 1 12 0 14 7 6 10 11 3 8 4 15 
12	1	2 5 9 13 1 0 12 14 7 6 10 11 3 8 4 15 
6	1	2 5 9 13 1 6 12 14 7 0 10 11 3 8 4 15 
7	1	2 5 9 13 1 6 12 14 0 7 10 11 3 8 4 15 
3	1	2 5 9 13 1 6 12 14 3 7 10 11 0 8 4 15 
8	1	2 5 9 13 1 6 12 14 3 7 10 11 8 0 4 15 
4	1	2 5 9 13 1 6 12 14 3 7 10 11 8 4 0 15 
10	1	2 5 9 13 1 6 12 14 3 7 0 11 8 4 10 15 
11	1	2 5 9 13 1 6 12 14 3 7 11 0 8 4 10 15 
15	1	2 5 9 13 1 6 12 14 3 7 11 15 8 4 10 0 
10	1	2 5 9 13 1 6 12 14 3 7 11 15 8 4 0 10 
11	1	2 5 9 13 1 6 12 14 3 7 0 15 8 4 11 10 
12	1	2 5 9 13 1 6 0 14 3 7 12 15 8 4 11 10 
14	1	2 5 9 13 1 6 14 0 3 7 12 15 8 4 11 10 
15	1	2 5 9 13 1 6 14 15 3 7 12 0 8 4 11 10 
10	1	2 5 9 13 1 6 14 15 3 7 12 10 8 4 11 0 
12	3	2 5 9 13 1 6 14 15 3 7 0 10 8 4 11 12 
10	1	2 5 9 13 1 6 14 15 3 7 10 0 8 4 11 12 
15	1	2 5 9 13 1 6 14 0 3 7 10 15 8 4 11 12 
14	1	2 5 9 13 1 6 0 14 3 7 10 15 8 4 11 12 
10	1	2 5 9 13 1 6 10 14 3 7 0 15 8 4 11 12 
11	1	2 5 9 13 1 6 10 14 3 7 11 15 8 4 0 12 
12	1	2 5 9 13 1 6 10 14 3 7 11 15 8 4 12 0 
8	2	2 5 9 13 1 6 10 14 3 7 11 15 0 4 12 8 
4	1	2 5 9 13 1 6 10 14 3 7 11 15 4 0 12 8 
7	1	2 5 9 13 1 6 10 14 3 0 11 15 4 7 12 8 
6	1	2 5 9 13 1 0 10 14 3 6 11 15 4 7 12 8 
1	1	2 5 9 13 0 1 10 14 3 6 11 15 4 7 12 8 
2	1	0 5 9 13 2 1 10 14 3 6 11 15 4 7 12 8 
1	3	1 5 9 13 2 0 10 14 3 6 11 15 4 7 12 8 
6	1	1 5 9 13 2 6 10 14 3 0 11 15 4 7 12 8 
11	1	1 5 9 13 2 6 10 14 3 11 0 15 4 7 12 8 
12	1	1 5 9 13 2 6 10 14 3 11 12 15 4 7 0 8 
8	1	1 5 9 13 2 6 10 14 3 11 12 15 4 7 8 0 
12	3	1 5 9 13 2 6 10 14 3 11 0 15 4 7 8 12 
11	1	1 5 9 13 2 6 10 14 3 0 11 15 4 7 8 12 
7	1	1 5 9 13 2 6 10 14 3 7 11 15 4 0 8 12 
8	1	1 5 9 13 2 6 10 14 3 7 11 15 4 8 0 12 
12	1	1 5 9 13 2 6 10 14 3 7 11 15 4 8 12 0 
134	1231.53
