0	0	3 0 7 6 5 1 4 2 
1	1	3 1 7 6 5 0 4 2 
4	1	3 1 7 6 5 4 0 2 
2	1	3 1 7 6 5 4 2 0 
6	1	3 1 7 0 5 4 2 6 
2	3	3 1 7 2 5 4 0 6 
6	1	3 1 7 2 5 4 6 0 
2	1	3 1 7 0 5 4 6 2 
5	3	3 1 7 5 0 4 6 2 
2	2	3 1 7 5 2 4 6 0 
7	3	3 1 0 5 2 4 6 7 
5	1	3 1 5 0 2 4 6 7 
7	1	3 1 5 7 2 4 6 0 
6	1	3 1 5 7 2 4 0 6 
4	1	3 1 5 7 2 0 4 6 
2	1	3 1 5 7 0 2 4 6 
7	3	3 1 5 0 7 2 4 6 
4	3	3 1 5 4 7 2 0 6 
6	1	3 1 5 4 7 2 6 0 
4	1	3 1 5 0 7 2 6 4 
7	3	3 1 5 7 0 2 6 4 
4	2	3 1 5 7 4 2 6 0 
6	1	3 1 5 7 4 2 0 6 
2	1	3 1 5 7 4 0 2 6 
4	1	3 1 5 7 0 4 2 6 
1	3	3 0 5 7 1 4 2 6 
3	1	0 3 5 7 1 4 2 6 
1	1	1 3 5 7 0 4 2 6 
7	3	1 3 5 0 7 4 2 6 
2	3	1 3 5 2 7 4 0 6 
6	1	1 3 5 2 7 4 6 0 
2	1	1 3 5 0 7 4 6 2 
7	3	1 3 5 7 0 4 6 2 
2	2	1 3 5 7 2 4 6 0 
56	2.0
