0	0	7 5 2 0 3 4 1 6 
2	1	7 5 0 2 3 4 1 6 
5	1	7 0 5 2 3 4 1 6 
4	1	7 4 5 2 3 0 1 6 
1	1	7 4 5 2 3 1 0 6 
6	1	7 4 5 2 3 1 6 0 
2	1	7 4 5 0 3 1 6 2 
7	2	0 4 5 7 3 1 6 2 
3	1	3 4 5 7 0 1 6 2 
1	1	3 4 5 7 1 0 6 2 
4	1	3 0 5 7 1 4 6 2 
3	1	0 3 5 7 1 4 6 2 
1	1	1 3 5 7 0 4 6 2 
2	2	1 3 5 7 2 4 6 0 
15	1.67
