0	0	0	6 7 4 0 3 1 5 2 
23	1	22	6 7 4 2 3 1 5 0 
26	2	24	6 7 4 2 3 1 0 5 
27	3	24	6 7 4 5 3 1 0 2 
26	4	22	6 7 4 5 3 1 2 0 
29	3	26	6 7 4 2 3 0 1 5 
30	4	26	0 7 4 2 3 1 5 6 
23	7	16	1 7 4 2 3 0 5 6 
22	8	14	1 7 4 2 3 5 0 6 
21	9	12	1 7 4 2 3 5 6 0 
24	8	16	1 0 4 2 3 7 5 6 
25	5	20	3 7 4 2 0 1 5 6 
24	6	18	3 7 4 2 1 0 5 6 
23	7	16	3 7 4 2 1 5 0 6 
22	8	14	3 7 4 2 1 5 6 0 
25	9	16	1 4 0 2 3 7 5 6 
22	10	12	1 4 5 2 3 7 0 6 
21	11	10	1 4 5 2 3 7 6 0 
23	11	12	1 4 5 2 3 0 7 6 
24	10	14	1 4 2 0 3 7 5 6 
21	11	10	1 4 2 6 3 7 5 0 
23	13	10	1 4 2 5 3 7 0 6 
22	14	8	1 4 2 5 3 7 6 0 
24	12	12	1 4 2 6 3 7 0 5 
24	14	10	1 4 2 5 3 0 7 6 
25	13	12	1 4 2 6 3 0 7 5 
25	7	18	3 7 4 2 6 1 5 0 
25	13	12	1 4 2 3 0 7 5 6 
23	15	8	1 4 2 3 6 7 5 0 
25	9	16	1 7 0 2 3 5 4 6 
26	8	18	3 7 0 2 1 5 4 6 
26	14	12	1 4 2 3 7 0 5 6 
25	15	10	1 4 2 3 7 5 0 6 
24	16	8	1 4 2 3 7 5 6 0 
26	10	16	1 0 7 2 3 5 4 6 
21	11	10	1 5 7 2 3 0 4 6 
20	12	8	1 5 7 2 3 4 0 6 
19	13	6	1 5 7 2 3 4 6 0 
24	12	12	1 5 7 2 0 3 4 6 
24	14	10	1 5 7 2 6 3 4 0 
26	10	16	1 7 2 0 3 5 4 6 
25	13	12	1 7 2 4 3 5 0 6 
24	14	10	1 7 2 4 3 5 6 0 
25	11	14	1 7 2 6 3 5 4 0 
26	16	10	1 4 2 3 6 7 0 5 
26	14	12	1 5 7 0 3 4 6 2 
26	12	14	1 4 5 2 0 3 7 6 
24	14	10	1 4 5 2 6 3 7 0 
26	12	14	1 0 5 2 3 4 7 6 
26	8	18	1 7 4 2 0 3 5 6 
24	10	14	1 7 4 2 6 3 5 0 
27	7	20	3 0 4 2 1 7 5 6 
27	9	18	3 7 2 0 1 5 4 6 
26	10	16	3 7 2 6 1 5 4 0 
27	9	18	0 1 4 2 3 7 5 6 
24	10	14	3 1 4 2 0 7 5 6 
22	12	10	3 1 4 2 6 7 5 0 
25	11	14	2 1 4 0 3 7 5 6 
22	12	10	2 1 4 6 3 7 5 0 
24	14	10	2 1 4 5 3 7 0 6 
23	15	8	2 1 4 5 3 7 6 0 
25	13	12	3 1 4 2 6 7 0 5 
25	11	14	3 1 4 2 7 0 5 6 
24	12	12	3 1 4 2 7 5 0 6 
23	13	10	3 1 4 2 7 5 6 0 
25	13	12	2 1 4 6 3 7 0 5 
25	15	10	2 1 4 5 3 0 7 6 
26	12	14	6 1 4 2 3 7 5 0 
26	14	12	2 1 4 3 0 7 5 6 
24	16	8	2 1 4 3 6 7 5 0 
26	12	14	2 1 0 4 3 7 5 6 
23	13	10	2 1 5 4 3 7 0 6 
22	14	8	2 1 5 4 3 7 6 0 
24	14	10	2 1 5 4 3 0 7 6 
26	14	12	3 1 4 2 6 0 7 5 
26	14	12	2 1 4 6 3 0 7 5 
27	11	16	1 7 4 2 6 3 0 5 
27	15	12	1 4 5 2 6 3 0 7 
27	15	12	1 4 2 5 0 3 7 6 
25	17	8	1 4 2 5 6 3 7 0 
27	15	12	1 5 0 7 3 4 6 2 
27	17	10	1 4 2 3 6 0 7 5 
27	17	10	1 5 7 3 0 4 6 2 
23	19	4	1 5 7 3 2 4 6 0 
26	20	6	1 5 7 3 2 4 0 6 
27	13	14	1 7 2 3 0 5 4 6 
26	14	12	1 7 2 3 5 0 4 6 
25	15	10	1 7 2 3 5 4 0 6 
24	16	8	1 7 2 3 5 4 6 0 
27	15	12	1 5 7 2 0 4 6 3 
27	15	12	2 1 4 3 7 0 5 6 
26	16	10	2 1 4 3 7 5 0 6 
25	17	8	2 1 4 3 7 5 6 0 
27	15	12	1 7 2 3 6 5 4 0 
27	15	12	2 1 5 4 0 3 7 6 
25	17	8	2 1 5 4 6 3 7 0 
27	15	12	3 1 4 2 0 6 7 5 
23	17	6	3 1 4 2 5 6 7 0 
26	18	8	3 1 4 2 5 6 0 7 
27	17	10	2 1 4 3 6 7 0 5 
27	15	12	1 5 7 0 2 3 4 6 
26	16	10	1 5 7 6 2 3 4 0 
27	13	14	3 1 0 2 7 5 4 6 
27	15	12	3 1 4 2 0 5 6 7 
26	16	10	3 1 4 2 5 0 6 7 
25	17	8	3 1 4 2 5 6 0 7 
27	15	12	1 5 7 2 6 3 0 4 
27	13	14	1 5 0 2 3 4 7 6 
27	9	18	3 0 7 2 1 5 4 6 
22	10	12	3 5 7 2 1 0 4 6 
21	11	10	3 5 7 2 1 4 0 6 
20	12	8	3 5 7 2 1 4 6 0 
25	11	14	3 5 7 2 0 1 4 6 
25	13	12	3 5 7 2 6 1 4 0 
27	13	14	3 5 7 0 1 4 6 2 
28	8	20	3 7 4 2 6 1 0 5 
28	14	14	3 5 7 2 0 4 6 1 
28	14	14	3 5 7 0 2 1 4 6 
27	15	12	3 5 7 6 2 1 4 0 
28	14	14	3 5 7 2 6 1 0 4 
28	16	12	3 5 7 1 0 4 6 2 
24	18	6	3 5 7 1 2 4 6 0 
27	19	8	3 5 7 1 2 4 0 6 
28	14	14	3 5 0 7 1 4 6 2 
28	12	16	3 7 2 4 1 5 0 6 
27	13	14	3 7 2 4 1 5 6 0 
28	8	20	3 7 4 0 2 1 5 6 
25	11	14	3 7 4 5 2 1 0 6 
24	12	12	3 7 4 5 2 1 6 0 
27	9	18	3 7 4 6 2 1 5 0 
28	12	16	3 5 0 2 1 4 7 6 
28	10	18	0 3 7 2 1 5 4 6 
21	11	10	1 3 7 2 0 5 4 6 
20	12	8	1 3 7 2 5 0 4 6 
19	13	6	1 3 7 2 5 4 0 6 
18	14	4	1 3 7 2 5 4 6 0 
21	13	8	1 3 7 2 6 5 4 0 
24	14	10	1 3 7 0 2 5 4 6 
23	15	8	1 3 7 6 2 5 4 0 
24	14	10	1 3 7 2 6 5 0 4 
25	13	12	5 3 7 2 1 0 4 6 
24	14	10	5 3 7 2 1 4 0 6 
23	15	8	5 3 7 2 1 4 6 0 
25	15	10	1 3 7 0 5 4 6 2 
25	17	8	1 3 7 4 2 5 0 6 
24	18	6	1 3 7 4 2 5 6 0 
25	15	10	1 3 0 7 2 5 4 6 
24	16	8	1 3 4 7 2 5 0 6 
23	17	6	1 3 4 7 2 5 6 0 
26	14	12	1 3 0 2 5 4 7 6 
25	15	10	1 3 2 0 5 4 7 6 
22	16	6	1 3 2 6 5 4 7 0 
24	18	6	1 3 2 7 5 4 0 6 
23	19	4	1 3 2 7 5 4 6 0 
25	17	8	1 3 2 6 5 4 0 7 
26	18	8	1 3 7 5 0 4 6 2 
22	20	2	1 3 7 5 2 4 6 0 
25	21	4	1 3 7 5 2 4 0 6 
26	16	10	1 3 0 7 5 4 6 2 
26	16	10	1 3 7 6 2 5 0 4 
26	16	10	1 3 7 2 0 4 6 5 
27	19	8	1 3 7 5 4 0 6 2 
27	17	10	1 3 6 7 5 4 0 2 
26	18	8	1 3 6 7 5 4 2 0 
27	17	10	1 3 7 2 4 0 6 5 
27	17	10	1 3 4 7 2 0 5 6 
27	19	8	1 3 2 7 5 0 4 6 
27	15	12	1 0 3 2 5 4 7 6 
24	16	8	1 4 3 2 5 0 7 6 
25	17	8	1 4 3 2 5 7 0 6 
24	18	6	1 4 3 2 5 7 6 0 
27	15	12	1 3 7 2 6 0 5 4 
27	17	10	1 4 3 2 0 5 7 6 
25	19	6	1 4 3 2 6 5 7 0 
28	14	14	1 4 2 6 0 3 7 5 
24	16	8	1 4 2 6 5 3 7 0 
27	17	10	1 4 2 6 5 3 0 7 
28	12	16	3 7 2 1 0 5 4 6 
27	13	14	3 7 2 1 5 0 4 6 
26	14	12	3 7 2 1 5 4 0 6 
25	15	10	3 7 2 1 5 4 6 0 
28	18	10	2 1 5 4 6 3 0 7 
28	18	10	1 5 7 4 2 3 0 6 
27	19	8	1 5 7 4 2 3 6 0 
28	18	10	2 1 4 3 6 0 7 5 
28	8	20	3 4 0 2 1 7 5 6 
23	9	14	3 4 5 2 1 7 0 6 
22	10	12	3 4 5 2 1 7 6 0 
26	10	16	3 4 5 2 1 0 7 6 
27	9	18	3 4 2 0 1 7 5 6 
24	10	14	3 4 2 6 1 7 5 0 
26	12	14	3 4 2 5 1 7 0 6 
25	13	12	3 4 2 5 1 7 6 0 
27	11	16	3 4 2 6 1 7 0 5 
27	13	14	3 4 2 5 1 0 7 6 
27	11	16	3 0 5 2 1 4 7 6 
28	12	16	3 4 2 6 1 0 7 5 
28	12	16	0 3 5 2 1 4 7 6 
21	13	8	1 3 5 2 0 4 7 6 
21	15	6	1 3 5 2 6 4 7 0 
22	14	8	1 3 5 2 4 0 7 6 
21	15	6	1 3 5 2 4 7 0 6 
20	16	4	1 3 5 2 4 7 6 0 
24	16	8	1 3 5 0 2 4 7 6 
21	19	2	1 3 5 7 2 4 0 6 
