0	0	0	8 7 5 2 3 4 0 1 6 
14	0	14	8 7 5 2 0 4 3 1 6 
12	0	12	8 7 5 2 4 0 3 1 6 
12	0	12	8 7 5 2 1 4 3 0 6 
10	0	10	8 7 5 2 1 4 3 6 0 
12	0	12	8 7 0 2 4 5 3 1 6 
12	0	12	8 7 5 2 4 6 3 1 0 
12	0	12	8 7 0 2 1 4 3 6 5 
10	0	10	8 7 4 2 1 0 3 6 5 
8	0	8	8 7 4 2 1 5 3 6 0 
10	0	10	8 7 4 2 1 5 3 0 6 
12	0	12	8 7 1 2 0 4 3 6 5 
10	0	10	8 7 1 2 4 0 3 6 5 
8	0	8	8 7 1 2 4 5 3 6 0 
10	0	10	8 7 1 2 4 5 3 0 6 
12	0	12	8 7 0 2 1 5 3 6 4 
12	0	12	0 7 8 2 1 4 3 6 5 
8	0	8	1 7 8 2 0 4 3 6 5 
6	0	6	1 7 8 2 4 0 3 6 5 
4	0	4	1 7 8 2 4 5 3 6 0 
6	0	6	1 7 0 2 4 8 3 6 5 
4	0	4	1 7 5 2 4 8 3 6 0 
6	0	6	1 7 8 2 4 5 3 0 6 
6	0	6	1 7 4 2 0 8 3 6 5 
6	0	6	1 7 0 2 4 5 3 6 8 
6	0	6	1 0 7 2 4 8 3 6 5 
4	0	4	1 4 7 2 0 8 3 6 5 
4	0	4	1 4 7 2 8 0 3 6 5 
2	0	2	1 4 7 2 8 5 3 6 0 
4	0	4	1 4 7 2 6 8 3 0 5 
2	0	2	1 4 7 2 6 8 3 5 0 
4	0	4	1 4 7 2 0 5 3 6 8 
2	0	2	1 4 7 2 5 0 3 6 8 
